;Kundennummer;Gerätetyp
7687;71518;DeviceGen3
7688;81543;DeviceGen3
7689;1538;DeviceGen3
7690;6181;DeviceGen2
7691;49647;DeviceGen2
7692;15540;DeviceGen4
7693;63466;DeviceGen2
7694;82757;DeviceGen3
7695;26909;DeviceGen2
7696;51893;DeviceGen3
7697;39618;DeviceGen3
7698;36281;DeviceGen3
7699;82043;DeviceGen3
7700;97891;DeviceGen3
7701;28433;DeviceGen2
7702;95751;DeviceGen3
7703;91153;DeviceGen3
7704;50882;DeviceGen3
7705;38247;DeviceGen3
7706;24157;DeviceGen2
7707;54717;DeviceGen3
7708;91421;DeviceGen3
7709;79747;DeviceGen3
7710;83489;DeviceGen3
7711;2041;DeviceGen3
7712;24310;DeviceGen3
7713;92200;DeviceGen3
7714;43920;DeviceGen3
7715;56527;DeviceGen2
7716;45814;DeviceGen2
7717;7035;DeviceGen2
7718;26016;DeviceGen2
7719;87317;DeviceGen2
7720;5168;DeviceGen2
7721;99069;DeviceGen3
7722;10630;DeviceGen2
7723;6310;DeviceGen4
7724;45187;DeviceGen2
7725;34086;DeviceGen3
7726;46721;DeviceGen3
7727;14081;DeviceGen2
7728;14143;DeviceGen2
7729;55165;DeviceGen4
7730;58101;DeviceGen3
7731;37169;DeviceGen3
7732;61933;DeviceGen3
7733;54693;DeviceGen2
7734;96058;DeviceGen2
7735;33750;DeviceGen2
7736;92930;DeviceGen3
7737;54827;DeviceGen3
7738;27103;DeviceGen3
7739;15008;DeviceGen3
7740;46299;DeviceGen3
7741;91731;DeviceGen3
7742;22195;DeviceGen3
7743;66645;DeviceGen3
7744;97476;DeviceGen2
7745;54519;DeviceGen3
7746;42654;DeviceGen2
7747;70003;DeviceGen2
7748;78655;DeviceGen3
7749;44146;DeviceGen4
7750;75688;DeviceGen2
7751;17608;DeviceGen3
7752;26912;DeviceGen3
7753;61761;DeviceGen2
7754;5354;DeviceGen2
7755;92209;DeviceGen2
7756;76543;DeviceGen2
7757;81041;DeviceGen3
7758;4900;DeviceGen4
7759;8797;DeviceGen3
7760;25313;DeviceGen2
7761;48349;DeviceGen2
7762;18525;DeviceGen4
7763;31981;DeviceGen3
7764;96811;DeviceGen3
7765;35418;DeviceGen3
7766;64305;DeviceGen2
7767;63431;DeviceGen2
7768;63595;DeviceGen2
7769;68202;DeviceGen2
7770;18317;DeviceGen3
7771;58419;DeviceGen3
7772;39685;DeviceGen3
7773;34687;DeviceGen3
7774;84552;DeviceGen3
7775;47625;DeviceGen3
7776;17374;DeviceGen3
7777;81889;DeviceGen3
7778;3358;DeviceGen2
7779;40909;DeviceGen3
7780;39234;DeviceGen3
7781;74360;DeviceGen2
7782;42279;DeviceGen2
7783;13790;DeviceGen3
7784;61989;DeviceGen3
7785;4212;DeviceGen3
7786;62267;DeviceGen2
7787;11417;DeviceGen2
7788;22534;DeviceGen3
7789;32135;DeviceGen2
7790;29765;DeviceGen2
7791;96816;DeviceGen3
7792;59234;DeviceGen2
7793;77719;DeviceGen3
7794;76382;DeviceGen2
7795;94006;DeviceGen3
7796;2314;DeviceGen3
7797;51546;DeviceGen3
7798;49650;DeviceGen2
7799;23103;DeviceGen3
7800;68536;DeviceGen2
7801;51900;DeviceGen2
7802;17432;DeviceGen2
7803;47396;DeviceGen2
7804;58691;DeviceGen3
7805;69432;DeviceGen2
7806;21316;DeviceGen2
7807;76144;DeviceGen2
7808;42728;DeviceGen2
7809;61610;DeviceGen3
7810;78771;DeviceGen3
7811;92508;DeviceGen2
7812;56106;DeviceGen3
7813;48633;DeviceGen3
7814;85483;DeviceGen3
7815;85091;DeviceGen4
7816;5298;DeviceGen4
7817;52100;DeviceGen4
7818;57065;DeviceGen4
7819;81270;DeviceGen2
7820;58129;DeviceGen3
7821;77042;DeviceGen2
7822;90478;DeviceGen2
7823;52312;DeviceGen3
7824;30162;DeviceGen3
7825;19171;DeviceGen2
7826;25814;DeviceGen3
7827;1117;DeviceGen3
7828;95758;DeviceGen2
7829;15089;DeviceGen3
7830;63845;DeviceGen3
7831;38573;DeviceGen3
7832;16099;DeviceGen3
7833;24386;DeviceGen2
7834;33489;DeviceGen3
7835;3822;DeviceGen3
7836;40872;DeviceGen3
7837;22627;DeviceGen3
7838;39912;DeviceGen3
7839;96009;DeviceGen3
7840;92098;DeviceGen4
7841;44210;DeviceGen2
7842;48007;DeviceGen3
7843;90430;DeviceGen3
7844;13500;DeviceGen2
7845;26346;DeviceGen2
7846;66580;DeviceGen2
7847;14786;DeviceGen2
7848;74861;DeviceGen2
7849;32203;DeviceGen2
7850;54420;DeviceGen3
7851;86603;DeviceGen2
7852;47095;DeviceGen3
7853;40106;DeviceGen3
7854;38654;DeviceGen3
7855;12399;DeviceGen2
7856;31985;DeviceGen2
7857;33485;DeviceGen3
7858;16681;DeviceGen2
7859;2286;DeviceGen2
7860;1402;DeviceGen2
7861;31925;DeviceGen3
7862;47121;DeviceGen3
7863;77265;DeviceGen4
7864;41021;DeviceGen2
7865;51952;DeviceGen3
7866;37576;DeviceGen3
7867;49659;DeviceGen3
7868;2945;DeviceGen3
7869;32368;DeviceGen3
7870;90169;DeviceGen2
7871;9918;DeviceGen2
7872;67697;DeviceGen3
7873;37048;DeviceGen2
7874;52854;DeviceGen3
7875;33581;DeviceGen3
7876;48029;DeviceGen3
7877;90059;DeviceGen3
7878;6873;DeviceGen2
7879;91842;DeviceGen2
7880;66415;DeviceGen2
7881;50660;DeviceGen2
7882;56375;DeviceGen2
7883;76575;DeviceGen3
7884;83338;DeviceGen2
7885;49367;DeviceGen4
7886;41505;DeviceGen2
7887;30883;DeviceGen3
7888;7869;DeviceGen2
7889;28046;DeviceGen2
7890;79950;DeviceGen2
7891;79304;DeviceGen3
7892;63137;DeviceGen3
7893;9983;DeviceGen2
7894;44709;DeviceGen2
7895;80862;DeviceGen3
7896;2274;DeviceGen2
7897;28794;DeviceGen2
7898;23933;DeviceGen2
7899;93327;DeviceGen2
7900;73617;DeviceGen3
7901;10354;DeviceGen2
7902;64399;DeviceGen2
7903;78281;DeviceGen2
7904;23163;DeviceGen4
7905;47817;DeviceGen2
7906;67055;DeviceGen3
7907;88938;DeviceGen3
7908;95097;DeviceGen2
7909;26805;DeviceGen2
7910;3075;DeviceGen3
7911;74412;DeviceGen2
7912;96527;DeviceGen3
7913;41800;DeviceGen2
7914;34838;DeviceGen3
7915;33854;DeviceGen2
7916;96842;DeviceGen2
7917;54861;DeviceGen2
7918;76268;DeviceGen3
7919;80492;DeviceGen3
7920;58833;DeviceGen2
7921;17226;DeviceGen3
7922;33528;DeviceGen4
7923;29647;DeviceGen2
7924;92973;DeviceGen3
7925;92069;DeviceGen3
7926;61949;DeviceGen2
7927;27352;DeviceGen2
7928;34814;DeviceGen2
7929;44972;DeviceGen3
7930;18324;DeviceGen2
7931;74248;DeviceGen2
7932;48244;DeviceGen3
7933;32897;DeviceGen3
7934;9053;DeviceGen3
7935;47839;DeviceGen3
7936;87946;DeviceGen2
7937;34907;DeviceGen2
7938;34142;DeviceGen2
7939;51873;DeviceGen2
7940;32796;DeviceGen2
7941;90350;DeviceGen2
7942;76127;DeviceGen4
7943;95455;DeviceGen4
7944;2891;DeviceGen3
7945;64897;DeviceGen3
7946;22259;DeviceGen3
7947;21680;DeviceGen3
7948;8878;DeviceGen3
7949;3055;DeviceGen3
7950;88078;DeviceGen2
7951;69020;DeviceGen3
7952;86822;DeviceGen4
7953;59808;DeviceGen3
7954;64316;DeviceGen3
7955;47997;DeviceGen3
7956;36864;DeviceGen2
7957;37761;DeviceGen3
7958;9929;DeviceGen3
7959;38710;DeviceGen2
7960;87696;DeviceGen2
7961;81193;DeviceGen2
7962;42944;DeviceGen2
7963;57220;DeviceGen3
7964;10763;DeviceGen2
7965;5518;DeviceGen3
7966;32408;DeviceGen3
7967;83200;DeviceGen3
7968;29932;DeviceGen2
7969;79333;DeviceGen2
7970;96922;DeviceGen3
7971;17001;DeviceGen2
7972;28708;DeviceGen2
7973;95223;DeviceGen2
7974;2912;DeviceGen2
7975;93333;DeviceGen2
7976;65861;DeviceGen2
7977;48568;DeviceGen3
7978;78213;DeviceGen2
7979;49045;DeviceGen4
7980;57915;DeviceGen2
7981;61191;DeviceGen3
7982;48085;DeviceGen3
7983;9621;DeviceGen3
7984;33643;DeviceGen2
7985;67738;DeviceGen2
7986;3759;DeviceGen3
7987;60824;DeviceGen2
7988;86100;DeviceGen3
7989;59916;DeviceGen3
7990;96205;DeviceGen4
7991;84283;DeviceGen2
7992;85191;DeviceGen3
7993;89551;DeviceGen3
7994;72236;DeviceGen3
7995;29893;DeviceGen2
7996;12219;DeviceGen3
7997;26018;DeviceGen2
7998;57829;DeviceGen3
7999;8973;DeviceGen2
8000;20386;DeviceGen3
8001;63119;DeviceGen2
8002;18548;DeviceGen3
8003;18631;DeviceGen3
8004;71689;DeviceGen3
8005;96663;DeviceGen3
8006;12922;DeviceGen3
8007;23590;DeviceGen3
8008;40022;DeviceGen3
8009;55050;DeviceGen2
8010;65729;DeviceGen2
8011;70726;DeviceGen3
8012;78899;DeviceGen3
8013;31062;DeviceGen3
8014;87776;DeviceGen2
8015;2983;DeviceGen2
8016;40208;DeviceGen2
8017;33122;DeviceGen3
8018;50237;DeviceGen3
8019;9499;DeviceGen4
8020;86899;DeviceGen3
8021;9486;DeviceGen2
8022;1916;DeviceGen3
8023;75871;DeviceGen2
8024;73187;DeviceGen3
8025;99715;DeviceGen3
8026;3383;DeviceGen3
8027;10362;DeviceGen2
8028;58229;DeviceGen4
8029;68274;DeviceGen3
8030;53244;DeviceGen3
8031;49433;DeviceGen3
8032;43882;DeviceGen3
8033;61048;DeviceGen2
8034;51336;DeviceGen3
8035;76151;DeviceGen3
8036;26098;DeviceGen2
8037;68138;DeviceGen2
8038;77126;DeviceGen3
8039;69453;DeviceGen4
8040;10336;DeviceGen3
8041;50101;DeviceGen2
8042;92104;DeviceGen2
8043;84686;DeviceGen3
8044;64751;DeviceGen2
8045;88063;DeviceGen2
8046;55966;DeviceGen3
8047;43402;DeviceGen3
8048;47884;DeviceGen3
8049;80982;DeviceGen2
8050;1240;DeviceGen4
8051;17136;DeviceGen3
8052;31067;DeviceGen3
8053;46731;DeviceGen2
8054;34138;DeviceGen2
8055;36158;DeviceGen2
8056;15220;DeviceGen2
8057;34965;DeviceGen3
8058;31199;DeviceGen2
8059;61006;DeviceGen3
8060;35389;DeviceGen2
8061;15578;DeviceGen3
8062;76639;DeviceGen4
8063;94730;DeviceGen3
8064;51226;DeviceGen2
8065;45276;DeviceGen2
8066;64223;DeviceGen3
8067;57230;DeviceGen4
8068;48387;DeviceGen3
8069;27241;DeviceGen2
8070;48984;DeviceGen4
8071;7683;DeviceGen2
8072;75883;DeviceGen3
8073;58124;DeviceGen2
8074;15270;DeviceGen3
8075;90155;DeviceGen2
8076;95245;DeviceGen3
8077;31958;DeviceGen4
8078;26520;DeviceGen3
8079;71966;DeviceGen3
8080;77164;DeviceGen2
8081;36451;DeviceGen2
8082;90723;DeviceGen2
8083;43246;DeviceGen2
8084;97173;DeviceGen3
8085;41289;DeviceGen2
8086;11055;DeviceGen3
8087;34543;DeviceGen3
8088;39865;DeviceGen3
8089;43779;DeviceGen3
8090;97573;DeviceGen2
8091;61528;DeviceGen2
8092;25206;DeviceGen2
8093;6280;DeviceGen2
8094;83278;DeviceGen3
8095;74726;DeviceGen3
8096;19799;DeviceGen3
8097;20670;DeviceGen3
8098;40318;DeviceGen3
8099;17718;DeviceGen3
8100;52537;DeviceGen3
8101;35959;DeviceGen3
8102;13428;DeviceGen2
8103;15817;DeviceGen2
8104;84160;DeviceGen3
8105;62086;DeviceGen3
8106;68023;DeviceGen3
8107;69452;DeviceGen3
8108;3087;DeviceGen3
8109;46002;DeviceGen3
8110;27491;DeviceGen3
8111;96994;DeviceGen2
8112;81968;DeviceGen2
8113;21147;DeviceGen3
8114;99726;DeviceGen3
8115;68272;DeviceGen3
8116;34244;DeviceGen3
8117;54743;DeviceGen2
8118;43109;DeviceGen3
8119;27952;DeviceGen3
8120;46996;DeviceGen3
8121;22511;DeviceGen2
8122;33103;DeviceGen3
8123;8461;DeviceGen3
8124;33298;DeviceGen3
8125;7496;DeviceGen2
8126;77595;DeviceGen3
8127;61118;DeviceGen2
8128;52392;DeviceGen3
8129;39390;DeviceGen2
8130;70168;DeviceGen3
8131;12354;DeviceGen3
8132;28687;DeviceGen2
8133;46209;DeviceGen4
8134;32591;DeviceGen4
8135;24003;DeviceGen3
8136;93419;DeviceGen3
8137;56488;DeviceGen3
8138;83084;DeviceGen3
8139;86983;DeviceGen2
8140;47088;DeviceGen3
8141;30336;DeviceGen3
8142;34993;DeviceGen4
8143;99886;DeviceGen3
8144;15164;DeviceGen2
8145;8408;DeviceGen3
8146;19939;DeviceGen3
8147;54655;DeviceGen2
8148;31231;DeviceGen3
8149;90171;DeviceGen4
8150;36199;DeviceGen4
8151;56359;DeviceGen2
8152;9338;DeviceGen2
8153;89102;DeviceGen3
8154;40942;DeviceGen2
8155;24001;DeviceGen3
8156;83581;DeviceGen3
8157;24897;DeviceGen3
8158;3360;DeviceGen3
8159;70982;DeviceGen2
8160;32895;DeviceGen3
8161;77610;DeviceGen3
8162;10920;DeviceGen4
8163;71233;DeviceGen2
8164;87742;DeviceGen2
8165;41283;DeviceGen3
8166;10785;DeviceGen2
8167;59376;DeviceGen3
8168;89938;DeviceGen2
8169;16877;DeviceGen2
8170;76159;DeviceGen2
8171;85211;DeviceGen3
8172;9698;DeviceGen3
8173;49397;DeviceGen3
8174;35700;DeviceGen3
8175;84368;DeviceGen3
8176;7243;DeviceGen2
8177;16359;DeviceGen3
8178;88966;DeviceGen4
8179;87531;DeviceGen3
8180;42643;DeviceGen3
8181;37139;DeviceGen3
8182;3874;DeviceGen2
8183;34200;DeviceGen2
8184;49179;DeviceGen3
8185;21443;DeviceGen2
8186;90498;DeviceGen2
8187;40852;DeviceGen3
8188;13443;DeviceGen3
8189;39943;DeviceGen3
8190;3995;DeviceGen2
8191;4779;DeviceGen3
8192;49825;DeviceGen3
8193;94498;DeviceGen2
8194;13998;DeviceGen3
8195;15934;DeviceGen3
8196;80984;DeviceGen3
8197;66223;DeviceGen3
8198;93187;DeviceGen2
8199;74859;DeviceGen3
8200;99363;DeviceGen4
8201;72380;DeviceGen2
8202;39515;DeviceGen3
8203;43227;DeviceGen3
8204;33984;DeviceGen4
8205;83573;DeviceGen4
8206;76201;DeviceGen3
8207;62395;DeviceGen3
8208;84510;DeviceGen2
8209;41261;DeviceGen2
8210;56645;DeviceGen4
8211;81686;DeviceGen2
8212;76767;DeviceGen3
8213;29375;DeviceGen2
8214;52206;DeviceGen2
8215;76600;DeviceGen3
8216;90739;DeviceGen3
8217;27200;DeviceGen2
8218;56313;DeviceGen3
8219;71661;DeviceGen3
8220;71620;DeviceGen3
8221;74572;DeviceGen2
8222;41798;DeviceGen4
8223;45869;DeviceGen3
8224;19656;DeviceGen3
8225;86472;DeviceGen2
8226;36297;DeviceGen2
8227;49768;DeviceGen2
8228;87626;DeviceGen2
8229;9348;DeviceGen2
8230;42732;DeviceGen3
8231;92554;DeviceGen2
8232;66395;DeviceGen3
8233;18022;DeviceGen4
8234;88955;DeviceGen3
8235;42090;DeviceGen3
8236;73017;DeviceGen2
8237;97713;DeviceGen2
8238;62959;DeviceGen3
8239;7894;DeviceGen2
8240;60122;DeviceGen2
8241;24453;DeviceGen3
8242;52882;DeviceGen3
8243;67130;DeviceGen3
8244;95921;DeviceGen4
8245;67253;DeviceGen2
8246;97147;DeviceGen2
8247;78479;DeviceGen2
8248;46031;DeviceGen2
8249;66594;DeviceGen3
8250;73639;DeviceGen4
8251;64909;DeviceGen3
8252;12971;DeviceGen2
8253;40542;DeviceGen3
8254;27676;DeviceGen4
8255;1335;DeviceGen2
8256;9193;DeviceGen3
8257;85456;DeviceGen2
8258;80330;DeviceGen3
8259;91524;DeviceGen2
8260;99553;DeviceGen2
8261;21286;DeviceGen3
8262;91180;DeviceGen3
8263;2060;DeviceGen2
8264;55506;DeviceGen3
8265;51657;DeviceGen3
8266;5786;DeviceGen3
8267;48411;DeviceGen2
8268;56780;DeviceGen3
8269;79230;DeviceGen3
8270;61164;DeviceGen3
8271;67187;DeviceGen3
8272;49514;DeviceGen3
8273;62137;DeviceGen3
8274;64929;DeviceGen3
8275;59330;DeviceGen3
8276;56277;DeviceGen3
8277;28598;DeviceGen3
8278;71584;DeviceGen3
8279;20456;DeviceGen2
8280;9057;DeviceGen2
8281;13202;DeviceGen2
8282;9819;DeviceGen2
8283;57032;DeviceGen3
8284;31892;DeviceGen2
8285;33894;DeviceGen2
8286;92342;DeviceGen3
8287;73982;DeviceGen3
8288;53080;DeviceGen2
8289;32604;DeviceGen2
8290;45078;DeviceGen3
8291;33095;DeviceGen3
8292;74527;DeviceGen2
8293;93732;DeviceGen3
8294;21649;DeviceGen3
8295;63096;DeviceGen2
8296;42806;DeviceGen3
8297;96148;DeviceGen2
8298;11306;DeviceGen3
8299;46332;DeviceGen2
8300;55745;DeviceGen2
8301;9848;DeviceGen2
8302;84337;DeviceGen3
8303;24223;DeviceGen3
8304;17481;DeviceGen4
8305;93224;DeviceGen3
8306;27074;DeviceGen2
8307;58180;DeviceGen3
8308;6643;DeviceGen2
8309;17771;DeviceGen3
8310;68496;DeviceGen3
8311;47736;DeviceGen3
8312;33313;DeviceGen3
8313;17899;DeviceGen3
8314;50203;DeviceGen3
8315;14818;DeviceGen3
8316;83342;DeviceGen3
8317;51124;DeviceGen2
8318;48957;DeviceGen3
8319;43503;DeviceGen3
8320;63981;DeviceGen2
8321;90308;DeviceGen2
8322;8006;DeviceGen3
8323;65004;DeviceGen2
8324;54339;DeviceGen2
8325;19672;DeviceGen3
8326;26118;DeviceGen3
8327;79105;DeviceGen2
8328;27451;DeviceGen2
8329;47339;DeviceGen2
8330;95383;DeviceGen2
8331;24479;DeviceGen3
8332;34101;DeviceGen3
8333;99036;DeviceGen3
8334;42426;DeviceGen2
8335;23118;DeviceGen2
8336;82263;DeviceGen3
8337;53783;DeviceGen3
8338;70307;DeviceGen3
8339;16443;DeviceGen2
8340;65157;DeviceGen3
8341;63773;DeviceGen2
8342;32361;DeviceGen3
8343;94216;DeviceGen3
8344;47181;DeviceGen2
8345;21979;DeviceGen2
8346;25256;DeviceGen3
8347;27295;DeviceGen3
8348;93243;DeviceGen2
8349;93870;DeviceGen2
8350;28910;DeviceGen3
8351;88134;DeviceGen3
8352;34997;DeviceGen3
8353;53540;DeviceGen3
8354;11160;DeviceGen3
8355;87153;DeviceGen3
8356;57470;DeviceGen3
8357;14792;DeviceGen2
8358;3373;DeviceGen3
8359;49111;DeviceGen4
8360;19262;DeviceGen3
8361;82179;DeviceGen2
8362;92248;DeviceGen2
8363;68071;DeviceGen3
8364;46219;DeviceGen2
8365;56525;DeviceGen2
8366;74298;DeviceGen3
8367;15036;DeviceGen2
8368;30511;DeviceGen3
8369;83486;DeviceGen2
8370;53968;DeviceGen2
8371;52835;DeviceGen3
8372;2149;DeviceGen2
8373;61671;DeviceGen3
8374;43343;DeviceGen3
8375;64947;DeviceGen2
8376;97257;DeviceGen2
8377;25743;DeviceGen3
8378;39557;DeviceGen2
8379;96615;DeviceGen4
8380;59688;DeviceGen2
8381;41254;DeviceGen2
8382;25952;DeviceGen2
8383;52118;DeviceGen3
8384;9679;DeviceGen4
8385;37440;DeviceGen3
8386;41136;DeviceGen3
8387;87443;DeviceGen3
8388;42204;DeviceGen3
8389;5116;DeviceGen3
8390;16190;DeviceGen4
8391;62999;DeviceGen2
8392;57251;DeviceGen4
8393;57991;DeviceGen2
8394;85490;DeviceGen2
8395;96906;DeviceGen4
8396;84591;DeviceGen3
8397;56117;DeviceGen4
8398;95958;DeviceGen3
8399;49643;DeviceGen3
8400;37582;DeviceGen2
8401;30323;DeviceGen2
8402;40856;DeviceGen4
8403;58453;DeviceGen3
8404;20674;DeviceGen4
8405;24682;DeviceGen3
8406;11357;DeviceGen4
8407;25851;DeviceGen3
8408;46476;DeviceGen3
8409;6979;DeviceGen3
8410;44852;DeviceGen2
8411;71006;DeviceGen3
8412;31159;DeviceGen2
8413;2160;DeviceGen3
8414;58331;DeviceGen3
8415;83137;DeviceGen3
8416;85174;DeviceGen2
8417;5114;DeviceGen2
8418;82503;DeviceGen2
8419;14798;DeviceGen3
8420;2622;DeviceGen3
8421;90069;DeviceGen3
8422;5141;DeviceGen3
8423;13985;DeviceGen2
8424;75509;DeviceGen3
8425;53961;DeviceGen3
8426;95366;DeviceGen3
8427;88830;DeviceGen3
8428;90053;DeviceGen4
8429;12826;DeviceGen2
8430;85194;DeviceGen3
8431;46862;DeviceGen2
8432;81119;DeviceGen2
8433;48116;DeviceGen2
8434;89143;DeviceGen2
8435;58302;DeviceGen3
8436;83101;DeviceGen2
8437;38027;DeviceGen2
8438;56690;DeviceGen3
8439;47907;DeviceGen2
8440;74177;DeviceGen3
8441;95066;DeviceGen3
8442;45119;DeviceGen2
8443;44036;DeviceGen3
8444;56374;DeviceGen2
8445;29772;DeviceGen3
8446;70907;DeviceGen2
8447;2039;DeviceGen2
8448;65235;DeviceGen3
8449;83652;DeviceGen2
8450;4562;DeviceGen3
8451;3943;DeviceGen3
8452;36861;DeviceGen3
8453;54817;DeviceGen2
8454;94420;DeviceGen3
8455;42212;DeviceGen2
8456;79943;DeviceGen3
8457;21615;DeviceGen3
8458;89817;DeviceGen2
8459;20023;DeviceGen2
8460;88683;DeviceGen2
8461;11507;DeviceGen3
8462;42171;DeviceGen3
8463;73901;DeviceGen3
8464;22287;DeviceGen2
8465;90800;DeviceGen3
8466;67629;DeviceGen2
8467;78699;DeviceGen3
8468;57412;DeviceGen3
8469;59947;DeviceGen2
8470;45864;DeviceGen3
8471;49432;DeviceGen3
8472;64211;DeviceGen2
8473;95744;DeviceGen2
8474;67605;DeviceGen3
8475;73355;DeviceGen2
8476;71868;DeviceGen3
8477;59779;DeviceGen3
8478;62309;DeviceGen3
8479;44947;DeviceGen3
8480;52983;DeviceGen3
8481;24039;DeviceGen3
8482;18871;DeviceGen2
8483;87828;DeviceGen2
8484;34201;DeviceGen2
8485;62279;DeviceGen2
8486;36372;DeviceGen3
8487;43964;DeviceGen3
8488;75886;DeviceGen2
8489;66854;DeviceGen2
8490;54659;DeviceGen3
8491;3417;DeviceGen2
8492;72544;DeviceGen3
8493;36571;DeviceGen3
8494;93267;DeviceGen2
8495;47399;DeviceGen3
8496;88080;DeviceGen2
8497;65594;DeviceGen3
8498;42039;DeviceGen2
8499;36415;DeviceGen2
8500;14769;DeviceGen2
8501;88800;DeviceGen4
8502;52039;DeviceGen4
8503;41717;DeviceGen3
8504;74161;DeviceGen2
8505;4850;DeviceGen2
8506;91584;DeviceGen4
8507;81540;DeviceGen4
8508;32415;DeviceGen2
8509;4397;DeviceGen3
8510;72737;DeviceGen4
8511;10424;DeviceGen3
8512;18311;DeviceGen3
8513;42826;DeviceGen3
8514;29003;DeviceGen3
8515;22685;DeviceGen3
8516;53173;DeviceGen3
8517;66270;DeviceGen3
8518;5545;DeviceGen2
8519;50569;DeviceGen4
8520;97238;DeviceGen2
8521;50208;DeviceGen3
8522;56689;DeviceGen3
8523;37780;DeviceGen3
8524;88854;DeviceGen2
8525;58988;DeviceGen4
8526;13712;DeviceGen3
8527;97004;DeviceGen3
8528;64952;DeviceGen3
8529;5105;DeviceGen3
8530;42904;DeviceGen3
8531;99330;DeviceGen2
8532;73235;DeviceGen2
8533;49125;DeviceGen3
8534;93440;DeviceGen3
8535;91654;DeviceGen3
8536;87930;DeviceGen2
8537;71692;DeviceGen3
8538;27198;DeviceGen2
8539;12328;DeviceGen2
8540;85107;DeviceGen3
8541;60001;DeviceGen2
8542;16433;DeviceGen3
8543;52789;DeviceGen3
8544;17817;DeviceGen3
8545;75157;DeviceGen2
8546;56921;DeviceGen2
8547;84133;DeviceGen3
8548;78957;DeviceGen3
8549;62113;DeviceGen3
8550;25448;DeviceGen2
8551;27137;DeviceGen2
8552;75300;DeviceGen2
8553;32552;DeviceGen3
8554;11826;DeviceGen3
8555;90222;DeviceGen2
8556;23295;DeviceGen3
8557;17304;DeviceGen3
8558;89450;DeviceGen2
8559;4334;DeviceGen3
8560;48818;DeviceGen3
8561;94264;DeviceGen2
8562;79090;DeviceGen2
8563;30021;DeviceGen2
8564;18351;DeviceGen3
8565;66037;DeviceGen3
8566;47313;DeviceGen3
8567;41056;DeviceGen2
8568;60828;DeviceGen2
8569;58295;DeviceGen2
8570;52623;DeviceGen3
8571;83028;DeviceGen2
8572;13848;DeviceGen2
8573;62311;DeviceGen3
8574;48657;DeviceGen3
8575;38850;DeviceGen2
8576;39275;DeviceGen3
8577;90111;DeviceGen2
8578;43194;DeviceGen3
8579;69021;DeviceGen3
8580;19134;DeviceGen3
8581;56520;DeviceGen2
8582;5312;DeviceGen2
8583;23994;DeviceGen3
8584;46458;DeviceGen2
8585;34465;DeviceGen3
8586;37502;DeviceGen3
8587;21266;DeviceGen2
8588;74131;DeviceGen2
8589;37140;DeviceGen2
8590;68033;DeviceGen3
8591;50131;DeviceGen2
8592;85236;DeviceGen2
8593;31419;DeviceGen2
8594;85679;DeviceGen3
8595;30482;DeviceGen3
8596;13568;DeviceGen2
8597;30140;DeviceGen3
8598;67463;DeviceGen3
8599;56588;DeviceGen4
8600;79468;DeviceGen3
8601;49061;DeviceGen3
8602;16056;DeviceGen2
8603;71340;DeviceGen3
8604;91751;DeviceGen3
8605;41468;DeviceGen3
8606;7008;DeviceGen2
8607;75132;DeviceGen2
8608;27297;DeviceGen2
8609;38090;DeviceGen3
8610;41353;DeviceGen2
8611;41064;DeviceGen3
8612;39683;DeviceGen2
8613;91007;DeviceGen2
8614;63520;DeviceGen2
8615;37977;DeviceGen3
8616;38838;DeviceGen3
8617;86390;DeviceGen3
8618;90078;DeviceGen3
8619;21392;DeviceGen2
8620;63313;DeviceGen4
8621;14086;DeviceGen2
8622;23887;DeviceGen3
8623;81242;DeviceGen2
8624;59776;DeviceGen2
8625;23095;DeviceGen3
8626;39981;DeviceGen2
8627;2038;DeviceGen3
8628;93980;DeviceGen2
8629;31943;DeviceGen2
8630;97722;DeviceGen3
8631;81874;DeviceGen3
8632;7726;DeviceGen3
8633;69917;DeviceGen3
8634;27445;DeviceGen2
8635;13198;DeviceGen4
8636;59723;DeviceGen4
8637;53657;DeviceGen2
8638;1948;DeviceGen2
8639;11907;DeviceGen2
8640;36325;DeviceGen3
8641;61878;DeviceGen3
8642;32291;DeviceGen3
8643;74631;DeviceGen3
8644;92827;DeviceGen2
8645;63267;DeviceGen3
8646;59682;DeviceGen2
8647;45631;DeviceGen3
8648;22459;DeviceGen3
8649;40121;DeviceGen2
8650;88799;DeviceGen3
8651;15228;DeviceGen3
8652;88964;DeviceGen3
8653;65699;DeviceGen3
8654;95195;DeviceGen3
8655;3593;DeviceGen3
8656;64676;DeviceGen3
8657;28577;DeviceGen3
8658;1656;DeviceGen2
8659;89650;DeviceGen3
8660;74536;DeviceGen2
8661;82092;DeviceGen4
8662;71824;DeviceGen2
8663;18277;DeviceGen3
8664;53114;DeviceGen3
8665;82599;DeviceGen2
8666;37099;DeviceGen2
8667;89599;DeviceGen3
8668;17550;DeviceGen3
8669;3303;DeviceGen3
8670;30736;DeviceGen2
8671;99325;DeviceGen3
8672;74143;DeviceGen3
8673;95373;DeviceGen2
8674;46311;DeviceGen3
8675;48159;DeviceGen3
8676;17377;DeviceGen2
8677;60901;DeviceGen3
8678;91713;DeviceGen3
8679;27550;DeviceGen3
8680;54541;DeviceGen2
8681;91485;DeviceGen2
8682;67537;DeviceGen3
8683;82428;DeviceGen3
8684;87454;DeviceGen3
